algorithmName,terrainType,randomSeed,boardSize,numObjects,collectedDamon,returnedHome,objectsCollected,stepsTaken,runtime,estimationNoise,startingBattery,usedBattery,,,,,,,,,,,,,,,,
Ants,Pure Random,-4.65071E+18,32,3,true,false,1,70,3546248300,0.4,12.8,12.70787915,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-4.49971E+18,32,3,false,true,0,25,764059400,0.4,6.4,5.108351536,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-4.49971E+18,32,3,false,false,0,38,19000,0.4,6.4,6.233078319,,,,,,,,,,,,,,,,
Ants,Pure Random,-4.49971E+18,32,3,false,false,0,25,1290011400,0.4,6.4,6.232757106,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-8.46065E+18,32,3,true,true,3,145,5784759500,0.5,102.4,31.22184565,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-8.46065E+18,32,3,false,false,0,744,411600,0.5,102.4,102.1586184,,,,,,,,,,,,,,,,
Ants,Pure Random,-8.46065E+18,32,3,true,true,3,341,24084477700,0.5,102.4,73.37854708,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,9.07526E+18,32,3,true,true,3,97,3411911200,0.5,51.2,20.92385149,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,9.07526E+18,32,3,false,false,0,294,159800,0.5,51.2,51.1129871,,,,,,,,,,,,,,,,
Ants,Pure Random,9.07526E+18,32,3,true,false,2,261,15581328100,0.5,51.2,51.0413241,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.4125E+18,32,3,true,true,1,105,3167272900,0.5,25.6,24.69572057,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.4125E+18,32,3,true,false,0,212,114600,0.5,25.6,25.55632586,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.4125E+18,32,3,false,false,0,131,5431158800,0.5,25.6,25.3701471,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,2.37124E+18,32,3,true,false,0,54,1948517700,0.5,12.8,12.36190837,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,2.37124E+18,32,3,true,false,0,64,25600,0.5,12.8,12.78507894,,,,,,,,,,,,,,,,
Ants,Pure Random,2.37124E+18,32,3,true,false,0,61,2771521900,0.5,12.8,12.77139068,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.3393E+18,32,3,false,true,0,33,1501168500,0.5,6.4,6.338170507,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.3393E+18,32,3,false,false,0,41,18900,0.5,6.4,6.274438206,,,,,,,,,,,,,,,,
Ants,Pure Random,1.3393E+18,32,3,false,false,1,34,1679306500,0.5,6.4,6.368497415,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,1.70895E+18,32,3,true,true,3,113,3404519300,0.6,102.4,24.17052168,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,1.70895E+18,32,3,true,true,3,237,216100,0.6,102.4,46.4487381,,,,,,,,,,,,,,,,
Ants,Pure Random,1.70895E+18,32,3,true,true,3,419,29430341200,0.6,102.4,85.13215847,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,5.92414E+18,32,3,true,true,1,235,6726809200,0.6,51.2,49.7153967,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,5.92414E+18,32,3,true,false,0,254,204400,0.6,51.2,51.19130765,,,,,,,,,,,,,,,,
Ants,Pure Random,5.92414E+18,32,3,true,true,3,213,13392900400,0.6,51.2,43.03586924,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-2.46366E+18,32,3,true,true,2,105,4225614300,0.6,25.6,22.88659005,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-2.46366E+18,32,3,false,false,0,111,83400,0.6,25.6,25.55421245,,,,,,,,,,,,,,,,
Ants,Pure Random,-2.46366E+18,32,3,true,false,1,121,5415085900,0.6,25.6,25.45033206,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,4.17233E+18,32,3,true,true,0,43,1561658600,0.6,12.8,9.525698383,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,4.17233E+18,32,3,false,false,0,93,35700,0.6,12.8,12.6360728,,,,,,,,,,,,,,,,
Ants,Pure Random,4.17233E+18,32,3,true,false,0,55,2558137800,0.6,12.8,12.68305532,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
Genetic,Pure Random,-1.25468E+18,32,3,false,true,0,23,753735400,0.6,6.4,5.283044798,eliteProp,0.1,mutateProb,0.05,generations,50,populationSize,100,planLength,15,selectionProp,0.25,marginProp,1.5,mutationProp,0.25
Greedy,Pure Random,-1.25468E+18,32,3,false,false,0,26,12900,0.6,6.4,5.992201376,,,,,,,,,,,,,,,,
Ants,Pure Random,-1.25468E+18,32,3,true,false,0,27,1269513000,0.6,6.4,6.368689667,evaporationFactor,0.5,ants,50,roverSteps,20,alpha,1,beta,3,iterations,100,,,,
