"algorithmName","terrainType","randomSeed","boardSize","numObjects","collectedDamon","returnedHome","objectsCollected","stepsTaken","runtime","estimationNoise","startingBattery","usedBattery"
"Genetic","Pure Random",-1197789177610154921,48,5,true,true,4,281,23476155600,0.5,57.6,55.932954695561655,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-1197789177610154921,48,5,true,true,5,211,237300,0.5,57.6,38.66179104085224
"Ants","Pure Random",-1197789177610154921,48,5,true,false,2,268,21597066700,0.5,57.6,57.434595601065915,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",965258167492590478,48,5,true,true,1,109,9408407100,0.5,28.8,26.37890633044919,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",965258167492590478,48,5,true,false,0,203,102900,0.5,28.8,28.701838106654932
"Ants","Pure Random",965258167492590478,48,5,true,false,3,138,11238684500,0.5,28.8,28.758506636888402,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-8685069201851457974,48,5,false,true,0,47,5765338900,0.5,14.4,10.923750991595742,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-8685069201851457974,48,5,false,false,0,91,36600,0.5,14.4,14.229923006033319
"Ants","Pure Random",-8685069201851457974,48,5,true,false,0,75,5170673600,0.5,14.4,14.269403579738142,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",-8379432790136577818,48,5,true,true,5,261,24046021700,0.6,230.4,56.30562580140855,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",-8379432790136577818,48,5,true,true,5,369,574500,0.6,230.4,66.22458173961576
"Ants","Pure Random",-8379432790136577818,48,5,true,true,5,851,107780915500,0.6,230.4,173.78492763987916,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
"Genetic","Pure Random",1916055671287658187,48,5,true,true,5,299,42803650300,0.6,115.2,64.33141292025024,"eliteProp",0.1,"mutateProb",0.05,"generations",50,"populationSize",100,"planLength",15,"selectionProp",0.25,"marginProp",1.5,"mutationProp",0.25
"Greedy","Pure Random",1916055671287658187,48,5,false,false,0,594,478600,0.6,115.2,115.15812177872483
"Ants","Pure Random",1916055671287658187,48,5,true,true,5,481,51276500300,0.6,115.2,102.48138261730179,"evaporationFactor",0.5,"ants",50.0,"roverSteps",20,"alpha",1.0,"beta",3.0,"iterations",100
